Tweet_text,Viral
RT @cameronesposito: Ugh will these guys ever shut up about how ppl shouldn't be killed during traffic stops? #GOPDebate,1
RT @brianstelter: Overnight #'s: #GOPDebate had a 16.0 household rating. The biggest GOP debates in 2011/12 had 5.3 ratings http://t.co/vhL…,1
RT @bazecraze: Ted Cruz looks like someone put a suit on a sigh. #GOPDebate,1
RT @deray: Christie comes across as a bully. But the bully that reminds you that he hurts people because it's in their best interests. #GOP…,1
RT @KatiePavlich: So far Fiorina has given most detailed answers to questions about how to solve problems i.e. China/Russia and cyber attac…,1
RT @amaraconda: me @ every republican ever #GOPDebate http://t.co/58imcbHrA7,1
"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate ht…",1
"RT @BuckSexton: Ted Cruz is positioning himself as all the fight and fury of Trump, without the unpredictability. Smart move. #GOPDebate",1
"RT @alexandergold: No one is actually voting for these idiots, right? This is just a fun event for SNL? #GOPDebate",1
"RT @WayneDupreeShow: Disagree all you want

#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso…",1
RT @BettyBowers: Trump: A president who talks like an anonymous Internet comment.  #GOPDebate,1
RT @JoeMyGod: There is nothing better than watching these clowns out-Jeebus each other. NOTHING. #GOPDebate,1
"RT @CecileRichards: Hope &amp; the American Dream: For women, this means building the future they choose. The #GOPDebate was all about taking a…",1
RT @KatiePavlich: Great statement from Carson on race divisions in America #GOPDebate,1
"RT @pattonoswalt: All 3 moderators had 6 days intensive training to not trill the ""r"" in ""Rubio"" tonight. #GOPDebate",1
"RT @fakedansavage: Huckabee: Illegals, pimps, prostitutes aren't paying their fair share! #GOPDebate",1
"RT @GovMikeHuckabee: ""He was just so eloquent...He knew what he was saying. He believed what he was saying."" #ImWithHuck #GOPDebate
https:/…",1
RT @4BillLewis: .@Rosie O'Donnell Responds to @realDonaldTrump Mid-Debate Insult http://t.co/hvN3G3c9Kq http://t.co/jPpgQi9TBN #GOPDebate #…,1
"RT @BrickCh4News: Years later, doctors will tell Donald Trump that he has an IQ of 48 and are what some people call mentally retarded. #GOP…",1
RT @4BillLewis: #SocialMedia and the #FoxNews #GOPDebate are the future. #jebbush #MarcoRubio #scottwalker #realbencarson #JohnKasich #Chri…,1
RT @laina622: The king of resting bitch face #GOPDebate http://t.co/PvOS66iH2R,1
"RT @megynkelly: .@krauthammer: #GOPDebate winners are @tedcruz, @marcorubio, @GovMikeHuckabee &amp; @ChrisChristie. #KellyFile",1
"RT @tedcruz: Great conversation with @SeanHannity in advance of tonight's #GOPDebate: https://t.co/gRT7H6mJHG

#CruzCrew, I hope you’ll lis…",1
"RT @FoxNews: .@ScottWalker pledges to lower the tax rate and reform the tax code, if elected president. #GOPDebate http://t.co/sknHfYkw3U",1
"RT @YoungBLKRepub: Liberals: Democrat Debate will be more interesting 

Me: Yeah two 70 year old white socialists going at it, pretty inter…",1
RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio …,1
RT @4BillLewis: #GOPDebate starting to get serious. #scottwalker #realdonaldtrump #jebbush #MarcoRubio #BenCarson #socialmedia #retweet,1
RT @4BillLewis: #Facebook &amp; #Twitter made #GOPDebate interesting #jebbush #realdonaldtrump #marcorubio #scottwalker #JohnKasich #realbencar…,1
"RT @DadandBuried: Republicans love referencing the Constitution but REALLY seem to misunderstand the whole ""separation of church and state""…",1
"RT @ImJustCeej: When the #GOPDebate candidates finally meet God, and see a She's a black woman http://t.co/ObWklPfUbQ",1
"RT @tjholmes: Right after a question about #BlackLivesMatter, a commercial for the ""Straight Outta Compton"" movie airs. I can't help but sm…",1
"RT @pattonoswalt: Rand Paul is cornering the ""smattering of applause"" demographic. #GOPDebate",1
"RT @HRC: .@JohnKasich said he’d love his daughters if they were gay, but his voting record says otherwise #GOPDebate http://t.co/qWNQMbLZ5d",1
"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 

#GOPDebate http://t.co/5wYduo9v2K",1
RT @JessicaValenti: Thinking of tweeting the debate the way the media covers women in politics. GAWD THEIR VOICES ARE GRATING #GOPDebate,1
RT @OhNoSheTwitnt: Hillary Clinton sitting at home reciting the names of the GOP candidates like Arya Stark's list. #GOPDebate,1
RT @DLoesch: Trump says his ability to buy politicians is “an example of a broken system.” #GOPDebate,1
RT @DWStweets: My message from the spin room to Univision? The winner of the #GOPDebate tonight was next year's Democratic nominee. http://…,1
RT @GeneMcVay: #GOPDebate proved that @FoxNews is ALL IN for another liberal Bush-McCain-Romney establishment liberal.  THE BIG LOSER IS FO…,1
"RT @jjauthor: I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate @jgkight  http://t.c…",1
"RT @JimFKenney: Hey @ChrisChristie -- if you want to check out the Constitution, it's right here in Philly. I'll keep the bridge open for y…",1
RT @ThePatriot143: ✔️ @FoxNews was totally fair to @realDonaldTrump especially in the 1st 2mins of the #GOPDebate http://t.co/6W3EpMpOeJ,1
RT @ScottWalker: .@BarackObama’s nuclear agreement with #Iran will be remembered as one of America's worst diplomatic failures. #GOPdebate …,1
RT @zellieimani: Many Americans are outraged over emerging videos of....*omg finally police violence *...planned parent hood. #GOPDebate,1
RT @ShepNewsTeam: Fiorina the clear #GOPDebate winner in terms of Google searches so far: https://t.co/EV802sQThY http://t.co/SU6vl5v8rC,1
RT @ZerlinaMaxwell: How are they going to find enough ppl for the SNL sketch where the joke is they just say verbatim quotes from this hila…,1
"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA @LessGovMoreFun http://t.co/oheKLwZARc",1
RT @jenniferweiner: Candidates trying to out-anti-abortion each other. Contest ends when winner dismembers a woman of childbearing age on s…,1
RT @LeahR77: Guess The Bush FIX WAS IN #GOPDebate ‼️ He Gets The Most Questions‼️ http://t.co/zuSRBs8QTa,1
RT @feministabulous: FYI: Planned Parenthood is more popular than any man on stage right now: http://t.co/IFPy8t26WB #GOPDebate,1
RT @ValeeGrrl: Why does this debate panel make me think of this? #GOPDebate http://t.co/eq8d6AuDqm,1
RT @philstockworld: From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq http…,1
RT @MrGeorgeWallace: The other candidates are stayin' pretty calm considering they assume Dr. Carson's gonna mug them at some point. #GOPDe…,1
RT @MolonLabe1776us: How much did CNN/MSNBC/ Hillary pay @megynkelly to moderate tonights debate? #GOPDebate @realDonaldTrump http://t.co/J…,1
RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,1
"RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate 

Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV",1
RT @TheBaxterBean: Rick Santorum said it best. #GOPDebate http://t.co/J97RbjEYlV,1
RT @ChuckNellis: FINALLY a #TedCruz question! And he HAMMERS it over the center field wall &amp; out of the park!! #CruzCrew #GOPDebate,1
"RT @maggieserota: ""Any word from God?"" is an actual question being posed to a group of grownups. #GOPDebate",1
"RT @BuckSexton: You also get the sense that @CarlyFiorina is actually the competent executive that Hillary Clinton pretends to be, but neve…",1
"RT @pattonoswalt: ""They call me Vito BORE-leone."" -- Dr. Ben Carson #GOPDebate",1
"RT @jfreewright: Last time I heard ""stupid"" &amp; ""idiot"" used so liberally in a debate was during a race for the president of my kindergarten …",1
"RT @DonnieWahlberg: Not sure why @CarlyFiorina wasn't allowed in the primetime #GOPDebate tonight, but these guys are lucky she wasn't. She…",1
"RT @JillBidenVeep: Saying ""Bless You"" after someone sneezes is considered GOP healthcare. #GOPDebate",1
"RT @andreagrimes: And here come the candidates, arriving now for #GOPDebate http://t.co/Kk6xBkPajm",1
"RT @FrankLuntz: Tonight’s biggest winner may have very well been @CarlyFiorina.

#GOPDebate",1
RT @megynkelly: .@realDonaldTrump on giving to #Clinton: I didn’t know money would be used on private jets going all over the world. #GOPDe…,1
"RT @ChuckNellis: I said the other day that every time Carly speaks Hillary pees a little, still true. #GOPDebate",1
"RT @FredZeppelin12: Priceless. @CarlyFiorina cleans Chris Matthew's clock post-debate. This woman is a contender

#GOPDebate 
#GoCarly 

 h…",1
RT @AnneBayefsky: .@RealBenCarson: I’m the only one to take out half a brain but if you look at Washington you might think somebody beat me…,1
RT @saladinahmed: That part where Huckabee started screaming about fetuses and spraying chrome paint in his mouth was intense. #GOPDebate,1
"RT @P0TUS: Oh, this'll be good. Watch ten grown men channel God on live TV before they offer closing statements on screwing the poor. 
#GOP…",1
"RT @STOPTHiS: And the big loser if tonights debate is:
Megan Kelly
Megan you insulted our intelligence tonight.

#KellyFile 
 #GOPDebate
#k…",1
"RT @RealDonalDrumpf: As president, I will get tough on China. As soon as I've accepted delivery of my next shipload of shirts #GOPDebate ht…",1
"RT @KatiePavlich: ""I don't want my marriage or my guns registered in Washington"" -Rand Paul #GOPdebate",1
RT @edwrather: The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate,1
"RT @GovMikeHuckabee: As President, I'll end the national disgrace of failing to care for vets who sacrificed for our country -&gt; http://t.co…",1
"RT @ChrchCurmudgeon: I'd vote for a hologram of Calvin Coolidge moonwalking across the stage right about now.

#GOPDebate",1
RT @JaclynGlenn: Here's the lineup for the #GOPDebate if anyone was wondering... http://t.co/OM8OSFGkHe,1
"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS",1
RT @JessicaValenti: Huckabee: Two drinks shy of a hate crime #GOPDebate,1
RT @michellemalkin: #gopdebate fact check via Julia Hahn==&gt; Marco Rubio: Still a fraud on border security/national security ==&gt; http://t.co…,1
RT @ira: Rand Paul reaching for that black vote like: #GOPDebate http://t.co/SObMy09qDd,1
RT @britt27ash: Current mood re: #GOPDebate http://t.co/GFSNEDXEoj,1
RT @LilaGraceRose: .@megynkelly Abortion is never medically necessary. Why are you touting @PPact talking points in question to @ScottWalke…,1
"RT @PoliticalShort: The same candidates I support after watching #GOPDebate are the very same  ones @FoxNews showed their hatred for-Trump,…",1
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,1
Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,1
"RT @JillBidenVeep: Chris Christie should end every answer with ""we'll cross that bridge when we get there."" #GOPDebate",1
RT @JohnFugelsang: The 5 least recommended #GOPDebate Drinking Game Words: 5) 'Middle Class' 4) 'Cheney' 3) 'Science' 2) 'Black Lives Matte…,1
"RT @TheDemocrats: Marco Rubio’s tax plan is pure 80s: 
↑ taxes for working families 
↓ taxes for those at the top. 
#OMGOP #GOPDebate http:…",1
RT @ScottWalker: Enforce the laws. Secure the border. Use e-verify. Prioritize the American Worker and American wages. #Waker16 #GOPdebate,1
"RT @TheDailyEdge: Jeb Bush: ""I support a culture of life. I also passed the first Stand Your Ground law for those who prefer a culture of d…",1
"RT @FoxNews: .@GovernorPerry: If you elect me as president of the United States, I will secure the Southern border. #GOPDebate http://t.co/…",1
RT @the_ironsheik: WHY YOU DONT YOU ASK ME MODERATE BUBBA??? #GOPDebate,1
RT @HRC: For too long outdated ban has discriminated against qualified transgender Americans who simply want to serve their country #GOPDeb…,1
"RT @cenkuygur: The GOP candidates in favor of God. How very, very bold! Fox News asking the tough questions! #GOPDebate",1
"RT @BillyCorben: Fortunately the 'Straight Outta Compton' commercial spent more time on ""the civil rights issue of our time"" than the #GOPD…",1
"RT @ColMorrisDavis: #GOPDebate recap: Men who said ""hell no, I won't go"" when they had military service chance saber-rattle w/the blood of …",1
RT @Bipartisanism: Donald Trump at the #GOPDebate be like: http://t.co/Ak10IHSCXC,1
"RT @andreagrimes: Carson: I don’t see color, I just see brains 

#gopdebate http://t.co/cyuQBKB3XD",1
"RT @RedStateJake: Hey @FoxNews - keep that degenerate @DWStweets FAR away from ANY #GOPDebate.

#tcot #ccot #ycot #tlot 
#PJNET #icon http:…",1
"RT @jeffchu: ""I created a culture of life in my state."" —@JebBush, former Gov of Florida, which executed 21 people during his term in offic…",1
"RT @RandPaul: Rand Paul Is Leading The Fight To Defund Planned Parenthood

Read more here: https://t.co/pUpwnGlaot #GOPDebate http://t.co/I…",1
"RT @fakedansavage: You can believe in traditional marriage and believe in same-sex marriage too.
#GOPDebate",1
"RT @MikeDrucker: ""If you elect me, I'll be the best comic book villain president you've ever seen!"" - Donald Trump #GOPDebate",1
RT @captdope: Lessons learnt. Women must have babies. Education dumb. War good. Obama Stupid. Fuck immigrants. Trump Smartz. No healthcare …,1
"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://t…",1
RT @KatiePavlich: Carly Fiorina makes it into the primetime debate with her answer from earlier on Iran #GOPdebate,1
"RT @paulapoundstone: #GOPDebate Trump just said he gave money to Hilary Clinton, and then he demanded she come to his wedding. I couldn't w…",1
"RT @AmyMek: Conservatives are a people without a Network! 

#GOPDebate @FoxNews",1
RT @JECarter4: New Jersey's credit rating has been downgraded 9 times since Chris Christie became Governor. http://t.co/m1I4eDF9pq #GOPDeba…,1
RT @siobhan_ogrady: The most important thing you'll see tonight. #GOPDebate http://t.co/40GJtBJOB5,1
"RT @JohnGGalt: This is a manufactured hit job on Donald Trump, Fox News has no class and it's transparent and pathetic, makes me sick. #GOP…",1
"RT @mrmilianspeaks: Dear Republicans

If you grew up broker than everyone else then why do you hate the poor so much?

#KKKorGOP  #GOPDebate",1
"RT @elonjames: Ben Carson is why the caged bird said ""Nah. We don't know him. "" 

#GOPdebate",1
"RT @goldietaylor: Trump basically said, ""I bought them because they were for sale."" #BNRDebates #GOPDebate http://t.co/gle2jybfBb",1
RT @fightfor15: Total number of mentions of Min Wage in tonight's Rep debate: ZERO http://t.co/Vd2oBzdjgj #GOPDebate #FightFor15 http://t.c…,1
"RT @BRios82: .@CarlyFiorina laid off 30,000 workers and outsourced jobs to China. #GOPDebate http://t.co/nuBzUmsZCj",1
RT @politicoroger: Jeb Bush continues to act like a person who has wandered into an election he wants no part of. #GOPDebate,1
"RT @DonnieWahlberg: I love seeing the #StraightOuttaCompton movie preview during the #GOPDebate!

Will have seen both in the next 24 hours!",1
RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/XrmlHwo1NV,1
RT @cameron_shore: .@HillaryClinton's reaction watching the #GOPDebate! http://t.co/12moTKC3vA,1
RT @maureenjohnson: This is what you get after a bunch of Facebook comments are bitten by a radioactive spider. #GOPDebate,1
#GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 http://t.co/Sy3wNqwHTb,1
"RT @LilaGraceRose: ""Generations will look back at us and call us barbarians."" @marcorubio talking about America's killing of preborn childr…",1
RT @OnlyInBOS: My closing statement. #GOPDebate http://t.co/OiJj85PC35,1
RT @KatiePavlich: Audience loves Carson #GOPDebate,1
RT @Writeintrump: Chris Christie only gave Obama that big hug because the President had Bacon Bits in his pocket.   #GOPDebate,1
"RT @TheBaxterBean: ""If guns don't kill people why are they strickly forbidden anywhere near #GOPdebate?""

#DebateQuestionsWeWantToHear http…",1
"RT @TheDailyEdge: Jeb Bush: ""We can't succeed by dumbing down everything. Although, climate science we can totally ignore."" #GOPDebate http…",1
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",1
"It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",1
RT @DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 http://t.co…,1
"RT @feministabulous: It's not a competition, but how have we moved so far on gay rights but women's rights is worse than it's ever been? #G…",1
"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
http…",1
RT @GovMikeHuckabee: Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only res…,1
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,1
RT @megynkelly: .@FrankLuntz focus group gives low marks to @realDonaldTrump saying he’d consider third party candidacy. #GOPDebate,1
RT @MattyIceAZ: Somewhere Hillary is laughing. #GOPDebate,1
"RT @pattonoswalt: Dear @IsiahWhitlockJr: Can you confirm that Donald Trump just ""Clay Davis'd"" this debate? #sheeeeeeeeeeeit #GOPDebate",1
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,1
"RT @AmyMek: Status 👉 Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly, @BretBaier &amp; Chris Wallace.

#GOPDebate http://t.…",1
RT @AstroKatie: Why be politically correct when you can be politically factually wrong about everything known to science? #GOPDebate,1
"RT @harikondabolu: Bobby Jindal said ""Immigration without assimilation is invasion."" OH MY GOD, THIS MAN HAS NEVER EATEN GULAB JAMUN. #GOPD…",1
RT @megynkelly: .@JohnKasich:  @realDonaldTrump is hitting a nerve in this country #GOPDebate,1
"RT @MattyIceAZ: Huckabee: ""We need to banish the Department of Education! We can't have voters being educated!!"" #GOPDebate",1
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,1
RT @kingsthings: #GOPdebate included a show of hands like the 1st day of school. We're learning very little. 10 is too many &amp; I want cross-…,1
RT @FrankConniff: Hard to say who won the #GOPDebate - Bernie or Hillary?,1
"RT @mashable: Last night's #GOPDebate, in GIFs http://t.co/b1ynNZMxZ8 http://t.co/FfFG3ENVPd",1
RT @benshapiro: Cruz looking great in this debate. #GOPDebate,1
"RT @JessicaValenti: ""I have gay friends."" #GOPDebate",1
"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",1
"RT @PamelaGeller: In my considered opinion the winners tonight are Ted Cruz, Ben Carson, and Marco Rubio #GOPDebate",1
"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",1
"I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #GOPDebates",1
"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",1
"RT @ThePatriot143: 😂 @AnnCoulter ""Jeb looks more like Caitlyn Jenner every day."" http://t.co/d41aAmLNBj #GOPDebate #GOPDebate2016 http://t.…",1
"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain 🇺🇸 http://t.co/dOckS…",1
RT @goldengateblond: Megyn Kelly better be careful with her tone or she'll be called the worst thing possible: a feminist. #GOPDebate,1
RT @Anomaly100: Breaking: Fox News announces the #GOPDebate winner in advance. It's a tie. http://t.co/UXaYwAYQJl,1
"RT @WayneDupreeShow: 2nit's Q&amp;A was a turkey shoot. Kelly and Wallace totally emptied their clips going after @realDonaldTrump 

Was Sad!

…",1
"RT @LilaGraceRose: .@RealBenCarson talking about how race doesn't define us &amp; shouldn't separate us, our humanity unites us. #GOPDebate",1
RT @mikandynothem: ☞RETWEET☜ if you agree any of these #GOP candidates will be better than Clinton. #GOPDebate #FoxNews #tcot #pjnet http:/…,1
"RT @GretchenCarlson: ""Hillary Clinton lied about #Benghazi. I can do this job &amp; I need your help"" @CarlyFiorina #GOPDebate @foxnewspolitics…",1
RT @keithboykin: I wish Republicans would stop saying the military is too small. We spend more on defense than every other nation on the pl…,1
RT @greta: .@KarlRove: I think @CarlyFiorina did great tonight - @GovernorPerry did great too -OTR #greta #GOPDebate @FoxNews,1
"RT @cmclymer: Yes, folks. You heard him right: if a woman is raped, she has to keep the baby. 

#GOPDebate",1
RT @Bipartisanism: Sounds like the #GOPDebate needs to be reminded that 12.8 million jobs were created over 64 straight months of growth ht…,1
RT @AC360: #JebBush made “W” look both eloquent &amp; brilliant… He looked like oatmeal getting colder - @VanJones68 on #GOPDebate http://t.co/…,1
RT @KurtSchlichter: Trump is actually right about the bankruptcy laws. Someone please kill me. #GOPDebate,1
RT @KyleKulinski: Right-wing economics CAUSED the mortgage crisis &amp; the great recession. And now those same ideas are being proposed as sol…,1
RT @bannerite: #GOPDebate and the clear Winner is http://t.co/zO63efHNQH,1
"RT @ShannonBream: ""Russian and Chinese govts probably know more about Hillary's email than Congress does.""  - says @GovWalker #GOPdebate",1
"RT @catie__warren: ""Pack your swimsuit, Billy. Mama is taking you to the White House."" #GOPDebate http://t.co/6t2PWpyiX1",1
"RT @DLoesch: Cruz/Rubio, Walker, Rand, Carson. My order. #GOPdebate",1
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,1
RT @larajakesFP: Jeb Bush says the key to defeating ISIS is voting down the #IranDeal? Iran is fighting ISIS. #GOPDebate,1
"RT @julsmarietells: Conveniently, no candidate received a word from God that as President they should look after the poor, sick, &amp; disenfra…",1
RT @JohnFugelsang: #GOPDebate - for people who were more mad at Obama saying 'we tortured some folks' than they were that we tortured some …,1
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,1
We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,1
RT @TUSK81: Democrats watching this #GOPDebate http://t.co/sZiCSLm7kM,1
"RT @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W",1
"RT @edstetzer: If @RealBenCarson continues to talk about tithing, and it catches on, every pastor in America will vote for him. #GOPDebate",1
RT @BryanFuller: EAST COAST CANADIANS LOOKING FOR AN ALTERNATIVE TO THE U.S. #GOPDebate CAN WATCH #HANNIBAL INSTEAD,1
"RT @DavePBrown: Just saw some of #GOPDebate. So weird seeing people cheer a dude saying ""I won't let raped women have abortions."" Frickin' …",1
RT @BrittanyFurlan: Pretty much the only thing I could focus on during the GOP primary debate... #GOPDebate http://t.co/ilWGGEYNQD,1
RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of #GOPDebate,1
RT @KyleKulinski: Hillary was just called 'the epitome of the secular progressive movement'. BAHAHAHAHAHAHA LOLOLOLOLOLOL LMAOOO #GOPDebate,1
RT @ConnieSchultz: Every candidate who wants to repeal Obamacare should have to answer: Which Americans lose their healthcare? Name your vi…,1
RT @revsusanrussell: Favorite picture of #GOPDebate Night http://t.co/gGvr7FoB6w,1
RT @ChuckNellis: Ted Cruz might have only gotten 3 or 4 at bats but he hit the ball hard each try he got. He did EXCELLENT. #GOPDebate,1
"RT @sallykohn: Good night, America. I hope you sleep well.  

I myself will be having nightmares about our future if any of #GOPDebate cand…",1
"RT @exjon: ""If Hillary's the candidate, which I doubt..."" Well played, Dr. Carson #GOPDebate",1
RT @LodiSilverado: Biggest Loser in Tonight’s #GOPdebate : Foxnews,1
RT @RobGeorge: That Carly Fiorina is trending -- hours after HER debate -- above any of the men in just-completed #GOPdebate says she's on …,1
RT @Ali_Davis: Tonight's #GOPDebate was an important reminder that these guys think of women as carrying cases for fetuses.,1
RT @FWD_us: #Immigration fact: Undocumented immigrants paid $10.6 billion in taxes in 2010. #GOPdebate #economy http://t.co/z1v2FVruBR,1
RT @maureenjohnson: These guys are trying to trump each other in crazy so hard by the end of the night we will have declared war on the moo…,1
"RT @AfricanaCarr: Today is the 50th anniversary of the #VotingRightsAct and not one question in tonight's #GOPDebate . Message received, lo…",1
RT @feministabulous: My feelings about Trump after #GOPDebate: http://t.co/bKuz2OiamE,1
"RT @sallykohn: Didn’t really gain anything from tonight’s #GOPDebate except for AN EVEN GREATER MOTIVATION TO ELECT A DEMOCRAT IN 2016. 

A…",1
"RT @maureenjohnson: George W. Bush sitting in the back of this debate, quietly completing his first sudoku. #GOPDebate",1
"RT @BettyBowers: Please tell anyone playing an ""OBAMACARE"" drinking game what happened after the first half of the #GOPDebate when they com…",1
RT @TheJimHughes: If we want to stop sending foreign aid to places that burn our flag can we start with Berkeley? #GOPDebate,1
RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need …,1
"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",1
RT @MolonLabe1776us: How much did Hillary/ CNN/ and MSNBC pay you to moderate tonight? @megynkelly #GOPDebate @realDonaldTrump #TCOT http:/…,1
RT @AC360: I think the biggest problem this country has is being totally politically correct - @realDonaldTrump in #GOPDebate http://t.co/H…,1
RT @JebBush: Hillary Clinton and Barack Obama are wrong. We can grow this economy again. http://t.co/aViaq6Flkf #GOPDebate,1
RT @deray: I hadn't heard Jeb speak for an extended period of time until tonight. I thought that he would be a better speaker. He isn't. #G…,1
RT @ScottWalker: What do you do when you have a surplus? Return it to the taxpayers. They know how best to spend it  #GOPdebate http://t.co…,1
"RT @pattonoswalt: Oh, VETO Corleone = Vito Corleone. I get it now. #GOPDebate",1
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,1
The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate  #GOPDebates,1
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,1
"RT @daveweigel: The official debate line-up from L-R: Loser, Loser, Loser, Loser, Classy, Loser, Loser, Loser, Loser, Loser. #GOPDebate",1
"RT @BRios82: Yes, @JebBush Obama's dividing the country by creating jobs, ending wars, achieving diplomacy w/ Iran &amp; giving people Healthca…",1
RT @kevantrich: @mtaibbi the pimp lobby is NOT happy #GOPDebate http://t.co/k8Gj8apqu7,1
"RT @Smethanie: If women abort their rape babies, the fetuses will come back as zombies that dig holes under the fence and let the Mexicans …",1
"RT @lizzwinstead: Ben Carson, may be the only brain surgeon who has performed a lobotomy on himself. #GOPDebate",1
"RT @johnhawkinsrwn: Fox gets an ""F"" for their handling of this debate. 90% of what they've done is trying to get people to scream at each o…",1
RT @ShannonBream: Generations will look back and think we're barbarians for murdering millions of unborn babies - says @MarcoRubio #GOPdeba…,1
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,1
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,1
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,1
RT @Number10cat: I'm just glad there isn't a swimsuit round #GOPDebate http://t.co/tiTzlo93OF,1
"RT @WayneDupreeShow: From earlier tonight on FB from @MarkLevinShow

#GOPDebate http://t.co/ilnovJU2a9",1
RT @pattonoswalt: The whites of Jeb Bush's eyes are flesh-colored. #GOPDebate,1
RT @peddoc63: This is why @realDonaldTrump is polling so high! Got it👉🏾LIARS✔️ @jimlibertarian @MaydnUSA #GOPDebate @CarmineZozzora http://…,1
"RT @JohnKasich: It's called ""President of the United States"" for a reason.

#Kasich4Us

#GOPDebate https://t.co/pcdhnihp1Y",1
"RT @kayleighmcenany: Marco Rubio is so presidential. He's articulate, bright, and authentic #GOPDebate",1
